"Hierarchy","Chart","Block","Block comment","Create block icon","Block icon","OCM possible","Readback allowed","Block group","Block type",
"WET SECTION\1st NIP\","M1FP07EA02K15","M112","end position nip open 2 DS (GS)","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M113","end position nip close 1 FS (GS)","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M114","end position nip close 2 DS (GS)","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M200","signal error opened","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M201","end position nip open","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M202","signal error closed","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M203","end position nip close (GS)","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M205","error PB close","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M206","close (PB)","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M207","error PB open","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M208","open (PB)","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M209","error PB permission","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M210","permission (PB)","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M220","open order","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M230","close order","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M240","nip is closed","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M241","nip is open","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M242","stopper off DS (GS)","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M243","stopper off FS (GS)","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M244","stopper off","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M245","e-stop not actuated","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M300","hydr. pr. & servo ok","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","M310","load","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","M315","load down flange","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","M821","open permission","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M822","open request","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M831","close permission","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M832","close request","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M842","order + GS","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M843","close condition","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M845","order + GS","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","M846","open condition","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","MSG_01","21- 1st press nip control","1","WCC_Stat","1","1","","VP_MSG",
"WET SECTION\1st NIP\","M1FP07EA02K15","MSG_02","21- 1st press nip control","1","WCC_Stat","1","1","","VP_MSG",
"WET SECTION\1st NIP\","M1FP07EA02K15","OR1","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K15","OR2","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K15","OR3","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K15","OR4","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K15","OR5","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K15","OR6","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K15","OR7","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K15","OR8","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K15","PUL","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K15","PUL2","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K15","Q04","unloaded","1","","0","1","","CH_DO",
"WET SECTION\1st NIP\","M1FP07EA02K15","Q05","loaded","1","","0","1","","CH_DO",
"WET SECTION\1st NIP\","M1FP07EA02K15","Q06","open","1","","0","1","","CH_DO",
"WET SECTION\1st NIP\","M1FP07EA02K15","Q07","close","1","","0","1","","CH_DO",
"WET SECTION\1st NIP\","M1FP07EA02K15","TIMER","timer out","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","TIMER1","timer out","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","TON1","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K15","TON2","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K15","TON3","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K15","TON4","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K15","TON5","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K15","WARNING_MAINT","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K15","WR_BO","21- 1st press nip control","1","","1","1","","VP_WR_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","WR_BO_01","21- 1st press nip control","1","","1","1","","VP_WR_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","WR_BO_03","21- 1st press nip control","1","","1","1","","VP_WR_BO",
"WET SECTION\1st NIP\","M1FP07EA02K15","X300","21- hydr. pr. & servo ok","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X310","21- load","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X311","load condition","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X820","21- open order","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X821","permission button/operation mode","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X822","open request","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X830","21- close order","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X831","permission button/operation mode","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X832","close request","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X840","21- nip closed","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X841","21- nip open","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X842","close request","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X843","close condition","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X845","open request","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K15","X846","open condition","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K13_S","R700","area loading pressure AK","1","","0","1","","F_R_FR",
"WET SECTION\1st NIP\","M1FP07EA02K13_S","R701","area back pressure AS","1","","0","1","","F_R_FR",
"WET SECTION\1st NIP\","M1FP07EA02K13_S","R702","max effective loading pressure FS","1","","0","1","","F_R_FR",
"WET SECTION\1st NIP\","M1FP07EA02K13_S","R703","max effective loading pressure DS","1","","0","1","","F_R_FR",
"WET SECTION\1st NIP\","M1FP07EA02K13","Block_MUX_01","21- nip 1 parameter adjustment","1","","0","1","","BLOCK_MUX",
"WET SECTION\1st NIP\","M1FP07EA02K13","Block_MUX_02","21- nip 1 parameter adjustment","1","","0","1","","BLOCK_MUX",
"WET SECTION\1st NIP\","M1FP07EA02K13","Block_MUX_03","21- nip 1 parameter adjustment","1","","0","1","","BLOCK_MUX",
"WET SECTION\1st NIP\","M1FP07EA02K13","Block_MUX_04","21- nip 1 parameter adjustment","1","","0","1","","BLOCK_MUX",
"WET SECTION\1st NIP\","M1FP07EA02K13","DIV1","REAL-Divider","1","","0","1","","DIV_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","MUL1","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","MUL2","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","MUL3","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R312","back pressure open nip","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R318","pressure ramp","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R319","max pressure ramp","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R320","flow Y11 open","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R321","flow Y11 close","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R322","flow Y11 closed","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R323","flow Y12 open","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R324","flow Y12 close","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R325","flow Y12 closed","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R326","flow Y13 open","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R327","flow Y13 close","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R328","flow Y13 closed","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R332","setpoint lineforce load min","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R333","setpoint lineforce load max","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R335","minimum offset profile","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R336","maximum offset profile","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R337","minimum profile","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R338","maximum profile","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R340","setpoint lineforce close","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R400","minimum offset profile","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R401","max offset profile","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R704","conversion LF->bar load","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R705","conversion LF->bar relieve","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R706","load SP close","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R707","SP FS relieve","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R708","SP DS relieve","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R709","SP FS relieve close","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R710","SP DS relieve close","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","R713","load SP close v>0","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","SEL1","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","SEL2","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","SEL3","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K13","TON1","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K13","V01","setpoint lineforce load min","1","","1","1","","VP_OP_ANA",
"WET SECTION\1st NIP\","M1FP07EA02K13","V02","setpoint lineforce load max","1","","1","1","","VP_OP_ANA",
"WET SECTION\1st NIP\","M1FP07EA02K13","V04","minimum offset profile","1","","1","1","","VP_OP_ANA",
"WET SECTION\1st NIP\","M1FP07EA02K13","V05","maximum offset profile","1","","1","1","","VP_OP_ANA",
"WET SECTION\1st NIP\","M1FP07EA02K13","V06","minimum profile","1","","1","1","","VP_OP_ANA",
"WET SECTION\1st NIP\","M1FP07EA02K13","V07","maximum profile","1","","1","1","","VP_OP_ANA",
"WET SECTION\Press Section 1\","M1FP07AS01K21","CHN_FAULT","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP07AS01K21","I01","valve closed","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP07AS01K21","I02","valve opened","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP07AS01K21","M111","valve closed","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP07AS01K21","M112","valve opened","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP07AS01K21","M151","valve open","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP07AS01K21","M152","valve fault","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP07AS01K21","Q01","valve open","1","","0","1","","CH_DO",
"WET SECTION\Press Section 1\","M1FP07AS01K21","VAL","21- 1st press general shower water valve","1","V","1","1","","VP_VAL",
"WET SECTION\Press Section 1\","M1FP07AS01K21","WARNING_MAINT","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP07AD11K05","CHN_FAULT","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP07AD11K05","I01","load","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP07AD11K05","I02","unload","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP07AD11K05","M301","load","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP07AD11K05","MSG","21- 1st press bottom roll doctor 2 loading","1","WCC_Stat","1","1","","VP_MSG",
"WET SECTION\Press Section 1\","M1FP07AD11K05","Q01","load","1","","0","1","","CH_DO",
"WET SECTION\Press Section 1\","M1FP07AD11K05","Q02","unload","1","","0","1","","CH_DO",
"WET SECTION\Press Section 1\","M1FP07AD11K05","RS1","RS Flipflop, Reset forced","1","","0","1","","VP_RS_FF",
"WET SECTION\Press Section 1\","M1FP07AD11K05","WARNING_MAINT","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP07AD11K05","WR_BO","21- 1st press bottom roll doctor 2 loading","1","","1","1","","VP_WR_BO",
"WET SECTION\Press Section 1\","M1FP07AD10K05","CHN_FAULT","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP07AD10K05","I01","load","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP07AD10K05","I02","unload","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP07AD10K05","M301","load","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP07AD10K05","MSG","21- 1st press bottom roll doctor 1 loading","1","WCC_Stat","1","1","","VP_MSG",
"WET SECTION\Press Section 1\","M1FP07AD10K05","Q01","load","1","","0","1","","CH_DO",
"WET SECTION\Press Section 1\","M1FP07AD10K05","Q02","unload","1","","0","1","","CH_DO",
"WET SECTION\Press Section 1\","M1FP07AD10K05","RS1","RS Flipflop, Reset forced","1","","0","1","","VP_RS_FF",
"WET SECTION\Press Section 1\","M1FP07AD10K05","WARNING_MAINT","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP07AD10K05","WR_BO","21- 1st press bottom roll doctor 1 loading","1","","1","1","","VP_WR_BO",
"WET SECTION\Press Section 1\","M1FP04LW04K23","AND1","","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LW04K23","AND2","","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LW04K23","CHN_FAULT","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LW04K23","I01","not run off FS (Warning)","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP04LW04K23","I02","not run off FS (drive off)","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP04LW04K23","I03","not run off DS (Warning)","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP04LW04K23","I04","not run off DS (drive off)","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP04LW04K23","M111","not run off DS (Warning) (GS)","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LW04K23","M112","not run off DS (drive off) (GS)","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LW04K23","M113","not run off FS (Warning) (GS)","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LW04K23","M114","not run off FS (drive off) (GS)","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LW04K23","M301","not run off","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LW04K23","M302","not run off (drive not off) TF","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LW04K23","MSG","21- couch press felt unit run monitoring","1","WCC_Stat","1","1","","VP_MSG",
"WET SECTION\Press Section 1\","M1FP04LW04K23","WARNING_MAINT","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LW04K23","WR_BO","21- couch press felt unit run monitoring","1","","1","1","","VP_WR_BO",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","ABS1","F_:REAL-Absolute Value","1","","0","1","","F_ABS_R",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","ADD1","F_:Addition of two REAL","1","","0","1","","F_ADD_R",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","AND1","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","AND2","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","AND3","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","CHN_FAULT","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","CHN_WARN","Channel Warning","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","CMP1","F_:Limit Monitoring low Level","1","","0","1","","F_LIM_LL",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","CMP2","F_:Limit Monitoring low Level","1","","0","1","","F_LIM_LL",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","CMP3","F_:Limit Monitoring high Level","1","","0","1","","F_LIM_HL",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","CMP4","F_:Limit Monitoring high Level","1","","0","1","","F_LIM_HL",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","CMP5","F_:Limit Monitoring low Level","1","","0","1","","F_LIM_LL",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","CMP6","F_:Limit Monitoring low Level","1","","0","1","","F_LIM_LL",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","CMP7","F_:Limit Monitoring low Level","1","","0","1","","F_LIM_LL",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","F1","F_:REAL to F_REAL Converter","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","F2","F_:REAL to F_REAL Converter","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","I51","act. value control signal","1","","0","1","","F_CH_AI",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","I52","act. value comp. signal","1","","0","1","","F_CH_AI",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","IN1","minimum working setpoint","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","IN2","maximum working setpoint","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","IN3","hysteresis","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","IN4","min NIP fast relieve","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M801","actual value fault control signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M802","actual value fault comp. signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M811","felt tension > low control signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M812","felt tension > low comp. signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M813","felt tension > low R","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M814","felt tension < 1kN/m R","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M816","felt tension < high control signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M817","felt tension < high comp. signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M818","felt tension < max R","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M819","actual value fault deviation","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M820","actual value no deviation","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","M850","couch drive release stretcher TF","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","NOT1","F_:Inverter","1","","0","1","","F_NOT",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","OR1","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","OR17","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","OR18","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","OR19","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","OR2","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","OR20","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LW01K44_S","OR21","F_:OR 4 Inputs","1","","0","1","","F_OR4",
